street,city,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude
2887 Azevedo Dr,Sacramento,95833,CA,4.0,2.0,1448.0,Residential,1968-02-24 18:46:58,236000,38.618457,-121.50943899999999
9186 Kinbrace Ct,Sacramento,95829,CA,4.0,3.0,2235.0,Residential,1929-09-09 10:58:46,236685,38.463355,-121.35893600000001
4243 Middlebury Way,Mather,95655,CA,3.0,2.0,2093.0,Residential,1905-11-11 12:44:56,237800,38.547990999999996,-121.280483
1028 Fallon Place Ct,Rio Linda,95673,CA,3.0,2.0,1193.0,Residential,1945-01-26 01:20:40,240122,38.693818,-121.441153
4804 Noriker Dr,Elk Grove,95757,CA,3.0,2.0,2163.0,Residential,1928-02-29 23:05:24,242638,38.400974,-121.448424
7713 Harvest Woods Dr,Sacramento,95828,CA,3.0,2.0,1269.0,Residential,1958-11-28 19:04:03,244000,38.478198,-121.41291100000001
2866 Karitsa Ave,Sacramento,95833,CA,0.0,0.0,0.0,Residential,1960-08-12 12:39:39,244500,38.626671,-121.52597
6913 Richeve Way,Sacramento,95828,CA,3.0,1.0,958.0,Residential,2001-03-22 18:02:49,244960,38.502519,-121.42076899999999
8636 Tegea Way,Elk Grove,95624,CA,5.0,3.0,2508.0,Residential,1900-02-21 07:42:11,245918,38.443832,-121.38208700000001
5448 Maidstone Way,Citrus Heights,95621,CA,3.0,2.0,1305.0,Residential,1954-10-25 11:21:06,250000,38.665395000000004,-121.29328799999999
18 Ollie Ct,Elk Grove,95758,CA,4.0,2.0,1591.0,Residential,1963-11-28 07:41:43,250000,38.444909,-121.412345
4010 Alex Ln,Carmichael,95608,CA,2.0,2.0,1326.0,Condo,2017-01-22 19:02:54,250134,38.637028,-121.31296299999998
4901 Millner Way,Elk Grove,95757,CA,3.0,2.0,1843.0,Residential,2001-01-15 04:28:24,254200,38.38692,-121.447349
4818 Brittney Lee Ct,Sacramento,95841,CA,4.0,2.0,1921.0,Residential,2015-09-21 10:57:15,254200,38.653917,-121.34218
5529 Laguna Park Dr,Elk Grove,95758,CA,5.0,3.0,2790.0,Residential,1927-09-07 16:15:40,258000,38.42568,-121.43806200000002
230 Candela Cir,Sacramento,95835,CA,3.0,2.0,1541.0,Residential,1972-09-25 06:43:13,260000,38.656251,-121.547572
4900 71St St,Sacramento,95820,CA,3.0,1.0,1018.0,Residential,1902-02-11 20:01:07,260014,38.53151,-121.421089
12209 Conservancy Way,Rancho Cordova,95742,CA,0.0,0.0,0.0,Residential,1968-07-05 09:29:38,263500,38.553867,-121.219141
4236 Natomas Central Dr,Sacramento,95834,CA,3.0,2.0,1672.0,Condo,1925-05-01 10:52:27,265000,38.648879,-121.544023
5615 Lupin Ln,Pollock Pines,95726,CA,3.0,2.0,1380.0,Residential,1920-10-25 18:01:42,265000,38.708315,-120.603872
5625 James Way,Sacramento,95822,CA,3.0,1.0,975.0,Residential,1921-08-15 08:03:36,271742,38.523947,-121.484946
7842 Lahontan Ct,Sacramento,95829,CA,4.0,3.0,2372.0,Residential,1921-01-06 17:08:04,273750,38.472976,-121.318633
6850 21St St,Sacramento,95822,CA,3.0,2.0,1446.0,Residential,2009-07-28 04:33:16,275086,38.502194,-121.49079499999999
2900 Blair Rd,Pollock Pines,95726,CA,2.0,2.0,1284.0,Residential,1979-05-02 19:01:00,280908,38.75485,-120.60476000000001
2064 Expedition Way,Sacramento,95832,CA,4.0,3.0,3009.0,Residential,1911-02-13 17:14:44,280987,38.474099,-121.490711
2912 Norcade Cir,Sacramento,95826,CA,8.0,4.0,3612.0,Multi-Family,2000-07-17 06:06:41,282400,38.559505,-121.36483899999999
9507 Sea Cliff Way,Elk Grove,95758,CA,4.0,2.0,2056.0,Residential,1929-08-05 19:39:21,285000,38.410992,-121.47904299999999
8882 Autumn Gold Ct,Elk Grove,95624,CA,4.0,2.0,1993.0,Residential,1942-05-24 22:44:14,287417,38.4439,-121.37255
5322 White Lotus Way,Elk Grove,95757,CA,3.0,2.0,1857.0,Residential,1988-11-09 08:49:19,291000,38.391538,-121.442596
1838 Castro Way,Sacramento,95818,CA,2.0,1.0,1126.0,Residential,1901-02-16 20:50:55,292024,38.556098,-121.49078700000001
10158 Crawford Way,Sacramento,95827,CA,4.0,4.0,2213.0,Multi-Family,1953-04-21 02:32:12,297000,38.5703,-121.315735
7731 Masters St,Elk Grove,95758,CA,5.0,3.0,2494.0,Residential,1985-10-01 01:57:47,297000,38.442031,-121.410873
4925 Percheron Dr,Elk Grove,95757,CA,3.0,2.0,1843.0,Residential,1917-07-24 08:12:24,298000,38.401540000000004,-121.447649
2010 Promontory Point Ln,Gold River,95670,CA,2.0,2.0,1520.0,Residential,1961-08-30 13:40:27,299000,38.62869,-121.261669
4727 Savoie Way,Sacramento,95835,CA,5.0,3.0,2800.0,Residential,1957-06-16 20:16:02,304037,38.658182000000004,-121.549521
8664 Magnolia Hill Way,Elk Grove,95624,CA,4.0,2.0,2309.0,Residential,1957-12-20 22:54:03,311000,38.442352,-121.389675
9570 Harvest Rose Way,Sacramento,95827,CA,5.0,3.0,2367.0,Residential,1912-03-14 13:30:21,315537,38.555993,-121.340352
4359 Cregan Ct,Rancho Cordova,95742,CA,5.0,4.0,3516.0,Residential,1933-04-03 11:00:57,320000,38.545128000000005,-121.22492199999999
5337 Dusty Rose Way,Rancho Cordova,95742,CA,0.0,0.0,0.0,Residential,1946-07-06 02:50:06,320000,38.528575,-121.2286
8929 Sutters Gold Dr,Sacramento,95826,CA,4.0,3.0,1914.0,Residential,1934-07-12 03:23:41,328360,38.550847999999995,-121.370224
8025 Peerless Ave,Orangevale,95662,CA,2.0,1.0,1690.0,Residential,2015-01-24 09:01:57,334150,38.71147,-121.216214
4620 Welera Way,Elk Grove,95757,CA,3.0,3.0,2725.0,Residential,1990-11-03 15:40:32,335750,38.398609,-121.450148
9723 Terrapin Ct,Elk Grove,95757,CA,4.0,3.0,2354.0,Residential,1934-06-15 06:12:22,335750,38.403492,-121.430224
2115 Smokestack Way,Sacramento,95833,CA,0.0,0.0,0.0,Residential,1960-10-23 19:40:58,339500,38.602416,-121.542965
100 Rebecca Way,Folsom,95630,CA,3.0,2.0,2185.0,Residential,1923-07-19 12:45:01,344250,38.68479,-121.149199
9488 Oak Village Way,Elk Grove,95758,CA,4.0,2.0,1801.0,Residential,1948-11-21 03:03:38,346210,38.41333,-121.404999
8495 Dartford Dr,Sacramento,95823,CA,3.0,3.0,1961.0,Residential,1975-08-04 11:09:32,347029,38.448507,-121.421346
6708 Ponta Do Sol Way,Elk Grove,95757,CA,4.0,2.0,3134.0,Residential,2019-03-06 04:23:15,347650,38.380635,-121.42553799999999
4143 Sea Meadow Way,Sacramento,95823,CA,4.0,3.0,1915.0,Residential,1907-04-29 01:40:54,351300,38.465340000000005,-121.45751899999999
3020 Richardson Cir,El Dorado Hills,95762,CA,3.0,2.0,,Residential,1963-10-06 09:31:32,352000,38.691299,-121.08175200000001
8082 Linda Isle Ln,Sacramento,95831,CA,0.0,0.0,0.0,Residential,1941-09-09 01:01:27,370000,38.4772,-121.5215
15300 Murieta South Pkwy,Rancho Murieta,95683,CA,4.0,3.0,2734.0,Residential,2001-08-28 02:13:31,370500,38.4874,-121.075129
11215 Sharrmont Ct,Wilton,95693,CA,3.0,2.0,2110.0,Residential,1961-05-10 18:50:47,372000,38.35062,-121.228349
7105 Danberg Way,Elk Grove,95757,CA,5.0,3.0,3164.0,Residential,1977-12-28 17:16:30,375000,38.4019,-121.42038799999999
5579 Jerry Litell Way,Sacramento,95835,CA,5.0,3.0,3599.0,Residential,1951-03-14 17:04:33,381300,38.677126,-121.500519
1050 Foxhall Way,Sacramento,95831,CA,4.0,2.0,2054.0,Residential,1994-02-13 19:31:49,381942,38.509819,-121.51966100000001
7837 Abbington Way,Antelope,95843,CA,4.0,2.0,1830.0,Residential,1928-03-16 23:36:37,387731,38.709872999999995,-121.339472
1300 F St,Sacramento,95814,CA,3.0,3.0,1627.0,Residential,1947-08-21 02:35:41,391000,38.58355,-121.48728899999999
6801 Rawley Way,Elk Grove,95757,CA,4.0,3.0,3440.0,Residential,1933-12-22 12:52:08,394470,38.408351,-121.423925
1693 Shelter Cove Dr,Greenwood,95635,CA,3.0,2.0,2846.0,Residential,1947-06-21 04:19:11,395000,38.945357,-120.908822
9361 Waddell Ln,Elk Grove,95624,CA,4.0,3.0,2359.0,Residential,1912-01-22 12:53:05,400186,38.450829,-121.349928
10 Sea Foam Ct,Sacramento,95831,CA,3.0,3.0,2052.0,Residential,1910-03-16 07:23:35,415000,38.487885,-121.545947
6945 Rio Tejo Way,Elk Grove,95757,CA,5.0,3.0,3433.0,Residential,1957-10-20 22:46:23,425000,38.385638,-121.42261599999999
4186 Tulip Park Way,Rancho Cordova,95742,CA,5.0,3.0,3615.0,Residential,1933-06-06 19:39:22,430000,38.550616999999995,-121.23526000000001
9278 Dairy Ct,Elk Grove,95624,CA,0.0,0.0,0.0,Residential,1990-01-15 11:14:19,445000,38.420338,-121.363757
207 Orange Blossom Cir Unit C,Folsom,95630,CA,5.0,3.0,2687.0,Residential,1914-06-19 05:42:41,460000,38.646273,-121.175322
6507 Rio De Onar Way,Elk Grove,95757,CA,4.0,3.0,2724.0,Residential,1973-01-16 02:17:37,461000,38.382529999999996,-121.42800700000001
7004 Rawley Way,Elk Grove,95757,CA,4.0,3.0,3440.0,Residential,1999-10-08 19:55:52,489332,38.406421,-121.422081
6503 Rio De Onar Way,Elk Grove,95757,CA,5.0,4.0,3508.0,Residential,2013-12-19 04:05:22,510000,38.382529999999996,-121.42803799999999
2217 Appaloosa Ct,Folsom,95630,CA,4.0,2.0,2462.0,Residential,1936-05-25 18:40:14,539000,38.655167,-121.09017800000001
868 Hildebrand Cir,Folsom,95630,CA,0.0,0.0,0.0,Residential,1915-10-30 23:25:32,585000,38.670947,-121.097727
6030 Palermo Way,El Dorado Hills,95762,CA,4.0,3.0,,Residential,2001-07-11 08:59:37,600000,38.672761,-121.05037800000001
4070 Redondo Dr,El Dorado Hills,95762,CA,4.0,3.0,,Residential,1926-05-28 05:07:49,606238,38.666807,-121.06483
4004 Cresta Way,Sacramento,95864,CA,3.0,3.0,2325.0,Residential,1919-07-03 08:51:27,660000,38.591618,-121.370626
315 Jumel Ct,El Dorado Hills,95762,CA,6.0,5.0,,Residential,1937-11-24 19:41:29,830000,38.669931,-121.05958000000001
6272 Longford Dr Unit 1,Citrus Heights,95621,CA,2.0,1.0,795.0,Condo,1918-02-25 20:36:13,69000,38.680923,-121.31394499999999
3432 Y St,Sacramento,95817,CA,4.0,2.0,1099.0,Residential,1974-03-27 00:04:51,70000,38.554967,-121.468046
9512 Emerald Park Dr Unit 3,Elk Grove,95624,CA,2.0,1.0,840.0,Condo,1969-11-28 06:47:20,71000,38.40573,-121.369832
3132 Clay St,Sacramento,95815,CA,2.0,1.0,800.0,Residential,1973-11-25 16:17:08,78000,38.624678,-121.439203
5221 38Th Ave,Sacramento,95824,CA,2.0,1.0,746.0,Residential,2007-02-10 05:44:24,78400,38.518044,-121.443555
6112 Hermosa St,Sacramento,95822,CA,3.0,1.0,1067.0,Residential,1933-05-03 08:05:37,80000,38.515125,-121.48041599999999
483 Arcade Blvd,Sacramento,95815,CA,4.0,2.0,1316.0,Residential,1965-07-31 19:37:43,89000,38.623571000000005,-121.454884
671 Sonoma Ave,Sacramento,95815,CA,3.0,1.0,1337.0,Residential,2002-02-24 04:50:19,90000,38.622953,-121.450142
5980 79Th St,Sacramento,95824,CA,2.0,1.0,868.0,Residential,1922-05-02 16:05:18,90000,38.518373,-121.41177900000001
7607 Elder Creek Rd,Sacramento,95824,CA,3.0,1.0,924.0,Residential,1905-07-31 11:21:57,92000,38.51055,-121.414768
5028 14Th Ave,Sacramento,95820,CA,2.0,1.0,610.0,Residential,1976-09-03 21:41:46,93675,38.53942,-121.446894
14788 Natchez Ct,Rancho Murieta,95683,CA,0.0,0.0,0.0,Residential,1995-05-12 21:14:06,97750,38.492287,-121.10003200000001
1069 Acacia Ave,Sacramento,95815,CA,2.0,1.0,1220.0,Residential,1971-02-26 23:30:07,98000,38.621998,-121.44223799999999
5201 Laguna Oaks Dr Unit 199,Elk Grove,95758,CA,1.0,1.0,722.0,Condo,1911-04-06 08:51:20,98000,38.423251,-121.44448899999999
3847 Las Pasas Way,Sacramento,95864,CA,3.0,1.0,1643.0,Residential,1905-08-05 09:02:39,99000,38.588671999999995,-121.373916
5201 Laguna Oaks Dr Unit 172,Elk Grove,95758,CA,1.0,1.0,722.0,Condo,1988-07-28 09:27:38,100000,38.423251,-121.44448899999999
1121 Creekside Way,Galt,95632,CA,3.0,1.0,1080.0,Residential,1966-07-06 06:37:49,106716,38.241514,-121.31219899999999
5307 Cabrillo Way,Sacramento,95820,CA,3.0,1.0,1039.0,Residential,1969-02-17 12:13:31,111000,38.527120000000004,-121.435348
3725 Don Julio Blvd,North Highlands,95660,CA,3.0,1.0,1051.0,Residential,1940-06-18 05:32:18,111000,38.67895,-121.379406
4803 Mccloud Dr,Sacramento,95842,CA,2.0,2.0,967.0,Residential,1981-08-03 03:44:59,114800,38.682279,-121.35281699999999
10542 Silverwood Way,Rancho Cordova,95670,CA,3.0,1.0,1098.0,Residential,1982-01-23 10:42:03,120108,38.587156,-121.295778
6318 39Th Ave,Sacramento,95824,CA,3.0,1.0,1050.0,Residential,1940-01-23 08:48:42,123225,38.518941999999996,-121.430158
211 Mcdaniel Cir,Sacramento,95838,CA,3.0,2.0,1110.0,Residential,1909-02-04 03:40:45,123750,38.636565000000004,-121.46038300000001
3800 Lynhurst Way,North Highlands,95660,CA,3.0,1.0,888.0,Residential,1912-08-05 03:21:33,125000,38.650445,-121.37486100000001
6139 Hermosa St,Sacramento,95822,CA,3.0,2.0,1120.0,Residential,1901-04-29 15:21:17,125000,38.514665,-121.480411
2505 Rhine Way,Elverta,95626,CA,3.0,2.0,1080.0,Residential,1999-09-25 10:00:07,126000,38.717976,-121.407684
3692 Payne Way,North Highlands,95660,CA,3.0,1.0,957.0,Residential,2001-07-23 13:27:21,129000,38.666540000000005,-121.378298
604 Morrison Ave,Sacramento,95838,CA,2.0,1.0,952.0,Residential,1987-10-10 17:58:09,134000,38.637678,-121.452476
648 Santa Ana Ave,Sacramento,95838,CA,3.0,2.0,1211.0,Residential,1935-10-19 22:30:07,135000,38.658478,-121.45040900000001
14 Ashley Oaks Ct,Sacramento,95815,CA,3.0,2.0,1264.0,Residential,1976-02-26 09:43:23,135500,38.61779,-121.436765
3174 Northview Dr,Sacramento,95833,CA,3.0,1.0,1080.0,Residential,1941-07-15 20:35:00,140000,38.623816999999995,-121.477827
840 Tranquil Ln,Galt,95632,CA,3.0,2.0,1266.0,Residential,1912-04-27 07:00:28,140000,38.270617,-121.299205
5333 Primrose Dr Unit 19A,Fair Oaks,95628,CA,2.0,2.0,994.0,Condo,1902-03-03 01:50:12,142500,38.662785,-121.27627199999999
1035 Millet Way,Sacramento,95834,CA,3.0,2.0,1202.0,Residential,1967-10-31 04:53:13,143500,38.631056,-121.48508000000001
5201 Laguna Oaks Dr Unit 126,Elk Grove,95758,CA,0.0,0.0,0.0,Condo,1956-03-31 18:03:01,145000,38.423251,-121.44448899999999
3328 22Nd Ave,Sacramento,95820,CA,2.0,1.0,722.0,Residential,1962-04-12 08:59:35,145000,38.532727,-121.47078300000001
8001 Hartwick Way,Sacramento,95828,CA,4.0,2.0,1448.0,Residential,1928-02-28 21:17:59,145000,38.488623,-121.410582
7812 Hartwick Way,Sacramento,95828,CA,3.0,2.0,1188.0,Residential,1930-01-07 06:30:50,145000,38.488611,-121.41280800000001
4207 Painter Way,North Highlands,95660,CA,4.0,2.0,1183.0,Residential,1986-07-07 20:25:13,146000,38.692915,-121.367497
7458 Winkley Way,Sacramento,95822,CA,3.0,1.0,1320.0,Residential,1958-07-20 07:12:09,148500,38.487444,-121.49136599999999
8354 Sunrise Woods Way,Sacramento,95828,CA,3.0,2.0,1117.0,Residential,1953-03-30 21:22:14,149000,38.473288000000004,-121.3963
8116 Cottonmill Cir,Sacramento,95828,CA,3.0,2.0,1364.0,Residential,1958-06-17 09:50:22,150000,38.482876,-121.40591200000001
